this_week	last_week	end_2013	country	flag_url	name	player_url	avg_points	total_points	event_played_divisor	points_lost	points_gained	events_played_actual
1567	1567	""	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Ju Hyun Hong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18457	-	-	40	-	-	2
1567	1567	""	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Wen Cheng Huang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18458	-	-	40	-	-	1
1567	1567	""	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Chen Liu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18459	-	-	40	-	-	1
1567	1567	""	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Yi Yuan Mi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18460	-	-	40	-	-	3
1567	1567	""	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Xu Shen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18461	-	-	40	-	-	1
1567	1567	""	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Chuan Sun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18462	-	-	40	-	-	1
1567	1567	""	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Dong Yu Wang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18463	-	-	40	-	-	3
1567	1567	""	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Lu Shuang Wang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18464	-	-	40	-	-	2
1567	1567	""	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Zi Ting Wang	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18465	-	-	40	-	-	2
1567	1567	""	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Song Zhu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18466	-	-	40	-	-	2
1567	1567	""	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Tom Brennacher(AM)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18468	-	-	40	-	-	1
1567	1567	""	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Christopher Fisher(AM)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18469	-	-	40	-	-	1
1567	1567	""	ESP	http://www.owgr.com/styles/img/flags/ESP.png	Borja Guerrero	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18470	-	-	40	-	-	1
1567	1567	""	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Philipp Hermann(AM)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18471	-	-	40	-	-	1
1567	1567	""	AUT	http://www.owgr.com/styles/img/flags/AUT.png	Patrick Oswald(AM)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18472	-	-	40	-	-	1
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Grant Houser	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18473	-	-	40	-	-	1
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Alex Smalley	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18474	-	-	40	-	-	1
1567	1567	""	PAN	http://www.owgr.com/styles/img/flags/PAN.png	Anders Axcelsson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18475	-	-	40	-	-	1
1567	1567	""	PAN	http://www.owgr.com/styles/img/flags/PAN.png	Michael Dunne	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18477	-	-	40	-	-	1
1567	1567	""	PAN	http://www.owgr.com/styles/img/flags/PAN.png	Milton Hidalgo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18478	-	-	40	-	-	1
1567	1567	""	VEN	http://www.owgr.com/styles/img/flags/VEN.png	Bernardo Suarez	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18479	-	-	40	-	-	1
1567	1567	""	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Muhd Zafran Abdullah	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18480	-	-	40	-	-	1
1567	1567	""	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Rizuan KAMARUDDIN	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18481	-	-	40	-	-	1
1567	1567	""	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Shawn LIEW	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18482	-	-	40	-	-	1
1567	1567	""	SIN	http://www.owgr.com/styles/img/flags/SIN.png	Reagan PNG	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18483	-	-	40	-	-	8
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Taisaku Arisako	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18488	-	-	40	-	-	1
1567	1567	""	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Jae-sung NAM	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18490	-	-	40	-	-	5
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Gabriele De Barba(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18492	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Tsubasa Hotta	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18494	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Junya Kameshiro(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18496	-	-	40	-	-	1
1567	1567	""	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Seung-seop Yu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18497	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Reo Kondo(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18498	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Takehiro Kotera(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18499	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Akifumi Kume	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18500	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Masaki Matsumoto(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18501	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Ryoma Matsushita(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18502	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Ryoma Miki	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18503	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Masaki Mikura(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18504	-	-	40	-	-	1
1567	1567	""	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hayata Utsunomiya(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18505	-	-	40	-	-	2
1567	1567	""	CZE	http://www.owgr.com/styles/img/flags/CZE.png	Ondrej Spur	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18506	-	-	40	-	-	3
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Grant Rappleye	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18507	-	-	40	-	-	1
1567	1567	""	PAN	http://www.owgr.com/styles/img/flags/PAN.png	Florilberto Castellanos	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18508	-	-	40	-	-	1
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Eugene Daly	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18509	-	-	40	-	-	1
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Andrew L Green	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18510	-	-	40	-	-	1
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Joshua Jackson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18511	-	-	40	-	-	1
1567	1567	""	HON	http://www.owgr.com/styles/img/flags/HON.png	Geoffrey Maldonado	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18512	-	-	40	-	-	1
1567	1567	""	SWE	http://www.owgr.com/styles/img/flags/SWE.png	Fredrik Gustavsson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18513	-	-	40	-	-	1
1567	1567	1508	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Scott Campbell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17814	-	-	40	-	-	2
1567	1567	1508	NIR	http://www.owgr.com/styles/img/flags/NIR.png	Chris Carroll(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17815	-	-	40	-	-	1
1567	1567	1508	ENG	http://www.owgr.com/styles/img/flags/ENG.png	Sam Forgan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17816	-	-	40	-	-	1
1567	1567	1508	NIR	http://www.owgr.com/styles/img/flags/NIR.png	David Leathem	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17817	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	James Erkenbeck	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17720	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Davis Garner	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17640	-	-	40	-	-	1
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Yu Chun-an	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17881	-	-	40	-	-	1
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Romain Bethon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17882	-	-	40	-	-	2
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Morgan Dufour	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17883	-	-	40	-	-	2
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Alex Edge	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17884	-	-	40	-	-	5
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Florian Garnier	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17885	-	-	40	-	-	2
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Samuel Gervinas	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17886	-	-	40	-	-	1
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Dominique Ricaud	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17887	-	-	40	-	-	1
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Philippe Richard	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17888	-	-	40	-	-	1
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Spencer Cole	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18186	-	-	40	-	-	8
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Thomas Howell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18191	-	-	40	-	-	6
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Paul Jacobsen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18192	-	-	40	-	-	6
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Samuel Ewing IV	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18188	-	-	40	-	-	8
1567	1567	""	USA	http://www.owgr.com/styles/img/flags/USA.png	Charlie Harrison	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=18189	-	-	40	-	-	7
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	William Urasaki	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17890	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Luke Whitbread	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17891	-	-	40	-	-	1
1567	1567	1508	FRA	http://www.owgr.com/styles/img/flags/FRA.png	Nicolas Wissen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17892	-	-	40	-	-	2
1567	1567	1508	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Lorenzo Guanti	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17893	-	-	40	-	-	1
1567	1567	1508	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Edoardo Raffaele Lipparelli(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17894	-	-	40	-	-	2
1567	1567	1508	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Stefano Pitoni(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17895	-	-	40	-	-	1
1567	1567	1508	ITA	http://www.owgr.com/styles/img/flags/ITA.png	Luca Ruspa	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17896	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Takahiro Akaishi	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17897	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Shinichi Fujii	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17898	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Terumichi Kakazu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17899	-	-	40	-	-	9
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yuki Kitagawa	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17900	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Rui Takamatsu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17901	-	-	40	-	-	4
1567	1567	1508	HKG	http://www.owgr.com/styles/img/flags/HKG.png	Chen Kun Max	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17904	-	-	40	-	-	1
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kim(4860) Tae-woo	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17905	-	-	40	-	-	2
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	MIN Jung-hwan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17906	-	-	40	-	-	1
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Ryoo Dong-ho	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17907	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Braden Becker	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17908	-	-	40	-	-	1
1567	1567	1508	NZL	http://www.owgr.com/styles/img/flags/NZL.png	James Betts	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17909	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Jason Chellew	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17910	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Andrew Cooper	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17911	-	-	40	-	-	7
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Paul Fenton	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17912	-	-	40	-	-	2
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Michael Hansen	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17913	-	-	40	-	-	2
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Bradley Johnson	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17914	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Joel Landers	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17915	-	-	40	-	-	1
1567	1567	1508	NZL	http://www.owgr.com/styles/img/flags/NZL.png	Oliver Maxwell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17916	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Brad Moules	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17917	-	-	40	-	-	2
1567	1567	1508	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Almalik Faisal	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17918	-	-	40	-	-	1
1567	1567	1508	GER	http://www.owgr.com/styles/img/flags/GER.png	Konstantin LIU	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17919	-	-	40	-	-	3
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	James Moseley	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17920	-	-	40	-	-	7
1567	1567	1508	MAS	http://www.owgr.com/styles/img/flags/MAS.png	Jonathan Woon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17921	-	-	40	-	-	1
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Teng Kao	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17922	-	-	40	-	-	1
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Lin Yung-lung	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17923	-	-	40	-	-	5
1567	1567	1508	TPE	http://www.owgr.com/styles/img/flags/TPE.png	Tsai Chih-cheng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17924	-	-	40	-	-	2
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Koji Okajima	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17925	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Hiroyuki Katsuragawa(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17926	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Ren Okazaki(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17927	-	-	40	-	-	2
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Masashi Sakai(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17928	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Yoshiki Sakai(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17929	-	-	40	-	-	1
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Yoon Jong-chul	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17930	-	-	40	-	-	1
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Choi Bo-kyu	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17931	-	-	40	-	-	1
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Choi Jung-hyun(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17932	-	-	40	-	-	2
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Han Yan-feng	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17933	-	-	40	-	-	1
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Hong Ju-hyun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17934	-	-	40	-	-	1
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kwon Hyuk-koan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17935	-	-	40	-	-	1
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Lee Dae-jun	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17936	-	-	40	-	-	4
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Ma Cheng-yao	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17937	-	-	40	-	-	6
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Park Bae-jong	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17938	-	-	40	-	-	2
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Park Sang-wook	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17939	-	-	40	-	-	1
1567	1567	1508	CHN	http://www.owgr.com/styles/img/flags/CHN.png	Yang Yi-nong(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17940	-	-	40	-	-	4
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Fritz Arnold	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17941	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Paul Chappell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17942	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Sherman Chua	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17943	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	James Connor	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17944	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Kiran Day	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17945	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Hannah Green	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17946	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Ryan Jones	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17947	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Clifford Blanquicet	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17948	-	-	40	-	-	1
1567	1567	1508	PUE	http://www.owgr.com/styles/img/flags/PUE.png	Fernando Bobonis	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17949	-	-	40	-	-	1
1567	1567	1508	JAM	http://www.owgr.com/styles/img/flags/JAM.png	Wesley Brown	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17950	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Thomas Buron	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17951	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Chris DeJohn	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17953	-	-	40	-	-	2
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Ryan Ellerbrock	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17954	-	-	40	-	-	5
1567	1567	1508	PUE	http://www.owgr.com/styles/img/flags/PUE.png	Elvin Gonzalez	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17955	-	-	40	-	-	1
1567	1567	1508	TRI	http://www.owgr.com/styles/img/flags/TRI.png	Benjamin Martin	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17956	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Kyle A. Perry	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17957	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Andrew MacAuslan	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17958	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Michael Montgomery	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17959	-	-	40	-	-	1
1567	1567	1508	AUS	http://www.owgr.com/styles/img/flags/AUS.png	Toby Price	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17960	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Koji Inoue	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17961	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Shoya Kawase(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17962	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Masaki Ogawa	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17963	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	enka Terada	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17964	-	-	40	-	-	2
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Shinji Yamanaka	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17965	-	-	40	-	-	1
1567	1567	1508	JPN	http://www.owgr.com/styles/img/flags/JPN.png	Daichi Fujita(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17966	-	-	40	-	-	1
1567	1567	1508	BRA	http://www.owgr.com/styles/img/flags/BRA.png	Pedro Junqueira(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17967	-	-	40	-	-	1
1567	1567	1508	BRA	http://www.owgr.com/styles/img/flags/BRA.png	Valdir Rondon	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17968	-	-	40	-	-	1
1567	1567	1508	BRA	http://www.owgr.com/styles/img/flags/BRA.png	Luis Thiele(Am)	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17969	-	-	40	-	-	1
1567	1567	1508	BRA	http://www.owgr.com/styles/img/flags/BRA.png	Andre Tourinho	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17970	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Don Littrell	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17971	-	-	40	-	-	1
1567	1567	1508	USA	http://www.owgr.com/styles/img/flags/USA.png	Kevin Penner	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17972	-	-	40	-	-	2
1567	1567	1508	KOR	http://www.owgr.com/styles/img/flags/KOR.png	Kim Hong-taek	http://www.owgr.com/en/Ranking/PlayerProfile.aspx?playerID=17973	-	-	40	-	-	1
